input,out,len,bins,pred
александръ олга александръ андрей ольга олга сергейъ алексей сергейъ александр петрова иванова,ъ а ъ й а а ъ й ъ р а а,12,8~15,Выход: ъ а ъ й а а ъ й ъ р а а
иванова оьлга кузнецов петров алексей попов александр попов смирнова иванов алексей александр еленаъ дмиьтрий,а а в в й в р в а в й р ъ й,14,8~15,Выход: а а в в й в р в в й р а й
кузнецова дмиьтрий серьгей смирнова сeргей сeргей еленаъ попов элена кузнецова александр еленаъ,а й й а й й ъ в а а р ъ,12,8~15,Выход: а й й а й й ъ в а а р ъ
анастасия кузнецов александр дмитьрий петрова иванова анастасия кузнецова петрова ирина ъирина,я в р й а а я а а а а,11,8~15,Выход: я в р й а а я а а а
смирнов петров элена олга елена елена олга елена ирина иванова,в в а а а а а а а а,10,8~15,Выход: в в а а а а а а а а
оьлга петров анна олга сергейъ елена сергейъ кузнецов смирнов анна элена кузнецов олга,а в а а ъ а ъ в в а а в а,13,8~15,Выход: а в а а ъ а ъ в в а а в а
алексей сергей сергейъ александр ольга попов иванова сергей елена попов,й й ъ р а в а й а в,10,8~15,Выход: й й ъ р а в а й а в
александр ирина смирнова ольга оьлга смирнов серьгей дмиьтрий дмиьтрий петрова смирнова,р а а а а в й й й а а,11,8~15,Выход: р а а а а в й й й а а
анастасия кузнецов кузнецова попов ъирина олга елена иванова дмитьрий дмитьрий ъирина,я в а в а а а а й й а,11,8~15,Выход: а в а в а а а а й й а
анна иванов сeргей петров васильева кузнецова анастасия анна сергей кузнецова кузнецов сeргей сергейъ,а в й в а а я а й а в й ъ,13,8~15,Выход: а в й в а а я а й а в й ъ
анна иванов дмиьтрий анна петрова смирнова кузнецов иванова еленаъ сергейъ анастасия,а в й а а а в а ъ ъ я,11,8~15,Выход: а в й а а а в а ъ ъ я
ирина иванова андрей александр анна анна васильева петров алексей петрова васильева сергей,а а й р а а а в й а а й,12,8~15,Выход: а а й р а а а в й а й
сергейъ петрова дмитьрий кузнецов алексей кузнецов серьгей александръ андрей дмитьрий дмиьтрий элена иванова,ъ а й в й в й ъ й й й а а,13,8~15,Выход: ъ а й в й в й ъ й й й а а
серьгей оьлга елена олга оьлга елена анастасия петров петров александръ смирнов,й а а а а а я в в ъ в,11,8~15,Выход: й а а а а а я в в ъ в
анастасия серьгей кузнецов иванов андрей андрей иванова анна ирина иванов иванова попов петрова ъирина,я й в в й й а а а в а в а а,14,8~15,Выход: я й в в й й а а а в а в а а
ольга серьгей александр иванова иванова иванов ъирина александръ петров александр васильева дмитьрий ъирина ъирина,а й р а а в а ъ в р а й а а,14,8~15,Выход: а й р а а в а р в а й а а а
петров иванов анна ольга васильева александр ъирина александр ъирина сeргей сергейъ смирнов петрова,в в а а а р а р а й ъ в а,13,8~15,Выход: в в а а а р а р й ъ в а
ольга ирина смирнов серьгей анастасия серьгей ольга кузнецова петрова олга,а а в й я й а а а а,10,8~15,Выход: а а в й а й а а а а
сергейъ ольга елена александръ петров кузнецов ъирина петров оьлга кузнецов смирнов кузнецов еленаъ элена,ъ а а ъ в в а в а в в в ъ а,14,8~15,Выход: ъ а а р в в а в а в в в а а
сeргей дмиьтрий оьлга петрова елена петрова олга оьлга,й й а а а а а а,8,8~15,Выход: й й а а а а а а
еленаъ смирнова петрова еленаъ елена сeргей сергейъ попов дмиьтрий кузнецов ирина,ъ а а ъ а й ъ в й в а,11,8~15,Выход: ъ а а ъ а й й в й в а
ольга элена петрова александр петров оьлга сeргей александръ дмитьрий петрова,а а а р в а й ъ й а,10,8~15,Выход: а а а р в а й ъ й а
смирнова ольга сeргей дмитьрий елена дмиьтрий кузнецова попов ъирина сергейъ,а а й й а й а в а ъ,10,8~15,Выход: а а й й а й а в а ъ
олга серьгей александръ серьгей сeргей иванова васильева иванова ирина сeргей серьгей элена дмиьтрий,а й ъ й й а а а а й й а й,13,8~15,Выход: а й р ъ й а а а а й й а й
петрова александр алексей петров попов сергей кузнецова серьгей дмитьрий иванова анна ъирина дмиьтрий иванов,а р й в в й а й й а а а й в,14,8~15,Выход: а р й в в й а й й а а й в
анна петрова петров васильева андрей алексей ольга дмиьтрий александръ иванов попов сергейъ александр,а а в а й й а й ъ в в ъ р,13,8~15,Выход: а а в а й й а й ъ в в й р
иванова ольга еленаъ ъирина иванов андрей анна ольга серьгей попов олга елена анастасия андрей,а а ъ а в й а а й в а а я й,14,8~15,Выход: а а ъ а в й а а й в а а я й
смирнов дмиьтрий оьлга оьлга иванова ирина петров ирина олга васильева,в й а а а а в а а а,10,8~15,Выход: в й а а а а в а а а
