input,out,len,bins,pred
Jose Daniel Marcelo Marcos Francisca Adriana Francisca Juliana Amanda Luciana Daniel,e l o s a a a a a a l,11,8~15,Output: e l o s a a a a a a l
Sandra Luciana Rafael Marcelo Adriana Antonio Daniel Marcos Carlos Francisco Lucas,a a l o a o l s s o s,11,8~15,Output: a a l o a o l s s o s
Francisca Joao Amanda Joao Pedro Gabriel Luciana Maria Lucas Sandra Luciana Vanessa Bruna Daniel,a o a o o l a a s a a a a l,14,8~15,Output: a o a o o l a a s a a a l l
Pedro Carlos Pedro Camila Camila Fernanda Julia Bruna Luiz Eduardo Aline Marcelo Sandra Amanda,o s o a a a a a z o e o a a,14,8~15,Output: o s o a a a a a z o e o a a
Marcia Pedro Fernanda Antonia Leticia Pedro Lucas Francisco,a o a a a o s o,8,8~15,Output: a o a a a o s o
Adriana Paulo Carlos Sandra Luiz Gabriel Patricia Jose Pedro Maria Pedro,a o s a z l a e o a o,11,8~15,Output: a o s a z l a e o a o
Patricia Antonio Bruna Gabriel Marcia Marcos Mariana Amanda Lucas,a o a l a s a a s,9,8~15,Output: a o a l a s a a s
Jessica Marcos Patricia Adriana Marcia Marcelo Bruna Juliana Paulo Sandra Jose Jose,a s a a a o a a o a e e,12,8~15,Output: a s a a a o a a o a e e
Marcia Carlos Bruna Luciana Patricia Paulo Vanessa Fernanda,a s a a a o a a,8,8~15,Output: a s a a a o a a
Fernanda Paulo Leticia Carlos Luis Rafael Rafael Patricia Francisca Mariana,a o a s s l l a a a,10,8~15,Output: a o a s s l l a a a
Gabriel Luciana Pedro Julia Gabriel Daniel Julia Daniel Leticia Eduardo Francisco,l a o a l l a l a o o,11,8~15,Output: l a o a l l a l a o o
Eduardo Bruna Lucas Antonia Aline Camila Vanessa Rafael Adriana Juliana Paulo Juliana Antonia Luiz,o a s a e a a l a a o a a z,14,8~15,Output: o a s a e a a l a a o a a z
Fernanda Ana Patricia Sandra Maria Fernanda Adriana Leticia Camila,a a a a a a a a a,9,8~15,Output: a a a a a a a a a
Carlos Marcos Vanessa Camila Patricia Camila Julia Aline Fernanda Leticia,s s a a a a a e a a,10,8~15,Output: s s a a a a a e a a
Antonio Rafael Fernanda Daniel Jessica Daniel Vanessa Amanda Gabriel Bruno Francisca Maria,o l a l a l a a l o a a,12,8~15,Output: o l a l a l a a l o a a
Joao Julia Antonio Patricia Maria Rafael Amanda Pedro Gabriel Julia,o a o a a l a o l a,10,8~15,Output: o a o a a l a o l a
Marcia Carlos Pedro Luiz Bruna Francisco Julia Rafael Jessica Luiz Daniel Sandra Jose Vanessa,a s o z a o a l a z l a e a,14,8~15,Output: a s o z a o a l a z l a e a
Antonio Luciana Pedro Marcos Daniel Marcelo Antonia Camila Maria Joao Maria Luciana,o a o s l o a a a o a a,12,8~15,Output: o a o s l o a a a o a a
Pedro Luiz Sandra Francisca Vanessa Aline Bruno Adriana Ana,o z a a a e o a a,9,8~15,Output: o z a a a e o a a
Aline Antonio Marcia Marcos Luciana Vanessa Fernanda Juliana Bruna,e o a s a a a a a,9,8~15,Output: e o a s a a a a a
Juliana Antonio Juliana Marcia Daniel Leticia Julia Luciana Rafael Fernanda Sandra Camila,a o a a l a a a l a a a,12,8~15,Output: a o a a l a a a l a a a
Marcia Leticia Ana Sandra Jessica Antonia Rafael Leticia Pedro Gabriel Francisca Adriana,a a a a a a l a o l a a,12,8~15,Output: a a a a a a l a o l a a
Adriana Francisco Joao Luciana Lucas Julia Gabriel Maria Sandra Eduardo Eduardo Jessica Jessica,a o o a s a l a a o o a a,13,8~15,Output: a o o a s a l a a o o a a
Daniel Francisco Ana Carlos Antonio Marcos Ana Sandra,l o a s o s a a,8,8~15,Output: l o a s o s a a
Eduardo Camila Adriana Marcos Eduardo Vanessa Pedro Leticia,o a a s o a o a,8,8~15,Output: o a a s o a o a
