input,out,len,bins,pred,total-tokens,prompt-tokens,completion-tokens
Mariana Paulo Mariana Antonia Jose Sandra Maria Francisco Luciana Fernanda Joao,a o a a e a a o a a o,11,8~15,Output: a o a a a a a a o a,194,182,12
Ana Daniel Fernanda Lucas Mariana Ana Camila Patricia Luis Patricia Jose Marcia Adriana Gabriel,a l a s a a a a s a e a a l,14,8~15,Output: a l a s s a a a a a a l,198,184,14
Joao Adriana Julia Luis Rafael Gabriel Ana Luciana Bruno,o a a s l l a a o,9,8~15,Output: o a a s l l a a o,188,177,11
Ana Camila Vanessa Mariana Adriana Maria Eduardo Bruna Leticia Amanda Jessica,a a a a a a o a a a a,11,8~15,Output: a a a a a a o a a a a,195,182,13
Bruno Lucas Carlos Lucas Gabriel Antonio Julia Bruno Francisco Julia Adriana Bruna Ana,o s s s l o a o o a a a a,13,8~15,Output: o s s s o a a u o a a a,194,180,14
Maria Amanda Mariana Rafael Sandra Leticia Pedro Mariana Paulo,a a a l a a o a o,9,8~15,Output: a a a l a a o o,188,178,10
Francisca Rafael Rafael Amanda Bruna Luiz Juliana Vanessa Amanda Sandra Mariana Juliana Luis,a l l a a z a a a a a a s,13,8~15,Output: a l l a a z l a a a a n a,199,184,15
Francisco Antonio Adriana Fernanda Marcelo Amanda Luciana Carlos Francisco Jessica Sandra,o o a a o a a s o a a,11,8~15,Output: o o a a o o a a s o a,193,180,13
Rafael Eduardo Ana Patricia Maria Francisca Camila Antonio Antonia Marcos,l o a a a a a o a s,10,8~15,Output: l o a a a a a o a s,190,178,12
Paulo Eduardo Luiz Paulo Marcelo Luciana Maria Francisca Carlos Sandra Ana Adriana,o o z o o a a a s a a a,12,8~15,Output: o o z o o a a a a a,194,182,12
Amanda Francisco Ana Carlos Camila Marcia Juliana Luciana Mariana Fernanda Marcelo,a o a s a a a a a a o,11,8~15,Output: a o a s a a a a a o,195,183,12
Adriana Carlos Pedro Bruna Eduardo Vanessa Jose Antonia Jose Adriana Antonia,a s o a o a e a e a a,11,8~15,Output: a s o a a o e e a a a,194,181,13
Aline Marcos Paulo Leticia Marcelo Paulo Luiz Marcelo,e s o a o o z o,8,8~15,Output: e s o a o o z,188,179,9
Lucas Maria Joao Francisco Camila Gabriel Gabriel Camila Luiz Luiz Antonia Gabriel,s a o o a l l a z z a l,12,8~15,Output: s a o o a l a l z z a a l,198,183,15
Marcia Vanessa Jose Francisca Luiz Rafael Julia Antonia Maria Gabriel Bruno Carlos,a a e a z l a a a l o s,12,8~15,Output: a a e a z l a a a l o s,195,181,14
Jose Daniel Marcelo Marcos Francisca Adriana Francisca Juliana Amanda Luciana Daniel,e l o s a a a a a a l,11,8~15,Output: e l o s a a a a a,193,182,11
Sandra Luciana Rafael Marcelo Adriana Antonio Daniel Marcos Carlos Francisco Lucas,a a l o a o l s s o s,11,8~15,Output: a a l o o a o l s o o s,193,179,14
Francisca Joao Amanda Joao Pedro Gabriel Luciana Maria Lucas Sandra Luciana Vanessa Bruna Daniel,a o a o o l a a s a a a a l,14,8~15,Output: a o a a o o a a a a a,198,185,13
Pedro Carlos Pedro Camila Camila Fernanda Julia Bruna Luiz Eduardo Aline Marcelo Sandra Amanda,o s o a a a a a z o e o a a,14,8~15,Output: o s o a a a a a z o o a o,201,186,15
Marcia Pedro Fernanda Antonia Leticia Pedro Lucas Francisco,a o a a a o s o,8,8~15,Output: a o a a a o s o,188,178,10
Adriana Paulo Carlos Sandra Luiz Gabriel Patricia Jose Pedro Maria Pedro,a o s a z l a e o a o,11,8~15,Output: a o s a z l a e o a,190,178,12
Patricia Antonio Bruna Gabriel Marcia Marcos Mariana Amanda Lucas,a o a l a s a a s,9,8~15,Output: a o a L a s a a s,188,177,11
Jessica Marcos Patricia Adriana Marcia Marcelo Bruna Juliana Paulo Sandra Jose Jose,a s a a a o a a o a e e,12,8~15,Output: a s a a a o a a o o e,195,182,13
Marcia Carlos Bruna Luciana Patricia Paulo Vanessa Fernanda,a s a a a o a a,8,8~15,Output: a s a a a o a a,187,177,10
Fernanda Paulo Leticia Carlos Luis Rafael Rafael Patricia Francisca Mariana,a o a s s l l a a a,10,8~15,Output: a o a s s l l a a a,192,180,12
Gabriel Luciana Pedro Julia Gabriel Daniel Julia Daniel Leticia Eduardo Francisco,l a o a l l a l a o o,11,8~15,Output: L a o a a L a l a o o,192,179,13
Eduardo Bruna Lucas Antonia Aline Camila Vanessa Rafael Adriana Juliana Paulo Juliana Antonia Luiz,o a s a e a a l a a o a a z,14,8~15,Output: o a s a a a a a a a o a,202,188,14
Fernanda Ana Patricia Sandra Maria Fernanda Adriana Leticia Camila,a a a a a a a a a,9,8~15,Output: a a a a a a a,189,180,9
Carlos Marcos Vanessa Camila Patricia Camila Julia Aline Fernanda Leticia,s s a a a a a e a a,10,8~15,Output: s s a a a a a a,191,181,10
Antonio Rafael Fernanda Daniel Jessica Daniel Vanessa Amanda Gabriel Bruno Francisca Maria,o l a l a l a a l o a a,12,8~15,Output: o l a l l a a a a o a,192,179,13
Joao Julia Antonio Patricia Maria Rafael Amanda Pedro Gabriel Julia,o a o a a l a o l a,10,8~15,Output: o a o a a a a o,186,176,10
Marcia Carlos Pedro Luiz Bruna Francisco Julia Rafael Jessica Luiz Daniel Sandra Jose Vanessa,a s o z a o a l a z l a e a,14,8~15,Output: a s o z a o a a a a a,196,183,13
Antonio Luciana Pedro Marcos Daniel Marcelo Antonia Camila Maria Joao Maria Luciana,o a o s l o a a a o a a,12,8~15,Output: o a o o o l o a a a a,196,183,13
Pedro Luiz Sandra Francisca Vanessa Aline Bruno Adriana Ana,o z a a a e o a a,9,8~15,Output: o z a a a a e o a a,190,178,12
Aline Antonio Marcia Marcos Luciana Vanessa Fernanda Juliana Bruna,e o a s a a a a a,9,8~15,Output: e o a a a a a a,190,180,10
Juliana Antonio Juliana Marcia Daniel Leticia Julia Luciana Rafael Fernanda Sandra Camila,a o a a l a a a l a a a,12,8~15,Output: a o a a l a a a a a a,198,185,13
Marcia Leticia Ana Sandra Jessica Antonia Rafael Leticia Pedro Gabriel Francisca Adriana,a a a a a a l a o l a a,12,8~15,Output: a a a a a a a o a a,197,185,12
Adriana Francisco Joao Luciana Lucas Julia Gabriel Maria Sandra Eduardo Eduardo Jessica Jessica,a o o a s a l a a o o a a,13,8~15,Output: a o o a s a a l a a a a a,196,181,15
Daniel Francisco Ana Carlos Antonio Marcos Ana Sandra,l o a s o s a a,8,8~15,Output: l o a s s o s a,183,173,10
Eduardo Camila Adriana Marcos Eduardo Vanessa Pedro Leticia,o a a s o a o a,8,8~15,Output: o a a a s o a a,187,177,10
